farmer_id,crop_class_name,association,camp_name,district_name,region_name,number_seasons,agroecological_zone,initial_down_payment_value,package_cash_repayment,package_in_kind_repayment,package_hectares,fertilizer,fungicide,gypsum,inoculant,insecticide,lime,seed_guard,grade_a_price,grade_b_price,grade_c_price,total_weight,grade_a_weight,grade_b_weight,grade_c_weight,total_net_weight,grade_a_cash_value,grade_b_cash_value,grade_c_cash_value
18532,Sugar bean,GNA Farmer,Luwingu A,Luwingu,Northern,1,III,3161.0,0,70,0.5,0.25,0.0,0.0,0.5,0.5,0.25,0.0,25,22,22,1050,0,550,500,980,0,10560,11000
18533,Sugar bean,GNA Farmer,Luwingu A,Luwingu,Northern,1,III,2980.0,0,0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,25,22,22,1112,1100,12,0,1112,27500,264,0
18534,Sugar bean,GNA Farmer,Luwingu A,Luwingu,Northern,1,III,1490.0,0,0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,25,22,22,250,50,200,0,250,1250,4400,0
18535,Sugar bean,GNA Farmer,Luwingu A,Luwingu,Northern,1,III,2980.0,0,0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,25,22,22,450,300,150,0,450,7500,3300,0
18536,Sugar bean,GNA Farmer,Luwingu A,Luwingu,Northern,1,III,1300.0,0,100,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,25,22,22,540,540,0,0,440,11000,0,0
18538,Soy Bean,GNA Farmer,Katondo,Kasenengwa,Kasenengwa,1,IIa,100.0,0,120,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,15,14,12,257,257,0,0,137,2055,0,0
18539,Soy Bean,GNA Farmer,Kasenengwa,Kasenengwa,Kasenengwa,1,IIa,100.0,0,100,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,17,15,14,970,670,300,0,870,9690,4500,0
18540,Soy Bean,GNA Farmer,Kasenengwa,Kasenengwa,Kasenengwa,1,IIa,100.0,0,100,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,15,14,12,1200,1200,0,0,1100,16500,0,0
18541,Soy Bean,GNA Farmer,Kasenengwa,Kasenengwa,Kasenengwa,1,IIa,100.0,0,110,0.75,0.0,0.5,0.0,0.5,0.0,0.0,0.0,17,15,14,281,281,0,0,171,2907,0,0
18542,Soy Bean,GNA Farmer,Kasenengwa,Kasenengwa,Kasenengwa,1,IIa,100.0,0,110,0.75,0.0,0.5,0.0,0.5,0.0,0.0,0.0,17,15,14,1166,786,380,0,1056,11492,5700,0
18543,Soy Bean,GNA Farmer,Kasenengwa,Kasenengwa,Kasenengwa,1,IIa,100.0,0,200,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,15,14,12,350,350,0,0,150,2250,0,0
18544,Soy Bean,GNA Farmer,Kasenengwa,Kasenengwa,Kasenengwa,1,IIa,100.0,0,100,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,17,15,14,1107,1107,0,0,1007,17119,0,0
18545,Soy Bean,GNA Farmer,Kasenengwa,Kasenengwa,Kasenengwa,1,IIa,100.0,0,100,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,17,15,14,463,463,0,0,363,6171,0,0
18546,Soy Bean,GNA Farmer,Kasenengwa,Kasenengwa,Kasenengwa,1,IIa,100.0,0,200,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,17,15,14,500,500,0,0,300,5100,0,0
18547,Soy Bean,GNA Farmer,Kasenengwa,Kasenengwa,Kasenengwa,1,IIa,100.0,0,200,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,17,15,14,1189,750,350,89,989,9350,5250,1246
18548,Soy Bean,GNA Farmer,Kasenengwa,Kasenengwa,Kasenengwa,1,IIa,100.0,0,100,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,17,15,14,567,567,0,0,467,7939,0,0
